Season,Round,round_num,home_Gls,away_Gls,goals_diff,shots_diff,SoT_diff,tackles_diff,touches_diff,xG_diff,home_side_rank,home_side_rolling_points,home_side_rolling_points_home,away_side_rank,away_side_rolling_points,away_side_rolling_points_away,win_loss,League
2021-2022,Matchweek 23,23,1,5,-0.8,-4.2,-1.2,-2.4,-242.2,-0.5,12,1.6,1.4,1,2.2,1.8,0,Ligue_1
2021-2022,Matchweek 23,23,2,0,-0.2,7,2,7.6,-77.2,0.3,18,0.4,0.4,9,1.2,0.6,1,Ligue_1
2021-2022,Matchweek 23,23,5,2,0.8,4.8,2.6,-0.6,90.2,0.4,2,2.2,1.2,11,1,1.2,1,Ligue_1
2021-2022,Matchweek 23,23,2,0,0.8,-0.4,0.2,-0.6,-23,0,7,1.4,2.2,4,1.8,2,1,Ligue_1
2021-2022,Matchweek 23,23,0,1,1.6,-1.8,0.6,-2.2,20.4,0.4,2,3,1.2,15,1.4,0.6,0,Ligue_1
2021-2022,Matchweek 23,23,5,0,-0.8,1.6,-0.4,3.6,78.2,0,14,1,1.4,19,0.8,0.6,1,Ligue_1
2021-2022,Matchweek 23,23,2,0,1.4,1.8,1,-7.2,106.2,0.7,6,0.6,1.8,13,0.8,2,1,Ligue_1
2021-2022,Matchweek 23,23,3,1,-2.2,-2.2,-1.8,1.2,-0.8,-0.6,20,0.2,0.6,8,1.8,1.8,1,Ligue_1
2021-2022,Matchweek 23,23,1,0,0,5.6,1.2,-6.6,75.8,1.1,5,1.8,2,9,2,1.4,1,Ligue_1
2021-2022,Matchweek 24,24,0,1,-1,-9.4,-3.2,-1.8,-67.4,-1,13,1,1.4,5,2.4,2,0,Ligue_1
2021-2022,Matchweek 24,24,5,1,-0.2,-0.2,-0.2,3.2,-91.4,0,12,0.8,1.8,16,1,0.8,1,Ligue_1
2021-2022,Matchweek 24,24,1,2,-0.2,-2.8,-1,-4,-41.2,-0.1,15,1.4,1.4,19,0.8,0.8,0,Ligue_1
2021-2022,Matchweek 24,24,3,2,-0.4,1.8,0.4,1.4,215.8,0.1,8,1.2,1.6,20,0.6,0.4,1,Ligue_1
2021-2022,Matchweek 24,24,2,0,-1,6.8,0.8,4.6,110.8,0.6,4,1.6,1.6,3,2.4,2.6,1,Ligue_1
2021-2022,Matchweek 24,24,1,2,-1.6,-7,-4.4,6.6,-193,-1.4,17,1,0.8,2,2.2,2.4,0,Ligue_1
2021-2022,Matchweek 24,24,0,1,0.4,-2,0.2,1.8,-66,-0.2,10,1.2,1.8,11,1.4,1.6,0,Ligue_1
2021-2022,Matchweek 24,24,1,0,0,-0.2,1,4.6,65,-0.4,8,1.4,1.6,14,1,1.2,1,Ligue_1
2021-2022,Matchweek 24,24,1,0,0.6,4,0.6,1,247.4,0.4,1,2.2,2.6,6,1.2,1.2,1,Ligue_1
2021-2022,Matchweek 25,25,1,0,-0.4,-6.2,-2.8,-5.4,-163.6,-1.1,19,0.6,0.6,8,1.6,1,1,Ligue_1
2021-2022,Matchweek 25,25,0,1,0,1.2,-0.4,9.8,15.4,0.1,18,1,1,8,0.6,1.2,0,Ligue_1
2021-2022,Matchweek 25,25,0,2,1.4,5.4,2.2,1.2,144,0.8,2,2.6,1.6,14,1.4,1.2,0,Ligue_1
2021-2022,Matchweek 25,25,3,1,-1.4,-7,-1.4,5,-247,-1.5,7,1.4,2,1,2.6,1.8,1,Ligue_1
2021-2022,Matchweek 25,25,1,0,0.6,0.4,1.8,0.2,-16.6,0.4,2,1.8,1.2,13,1,1,1,Ligue_1
2021-2022,Matchweek 25,25,4,1,1.2,5,1.2,0.2,37.4,0.9,6,1.2,1.8,16,0.8,0.8,1,Ligue_1
2021-2022,Matchweek 26,26,0,1,0.6,-2.6,-0.8,-4.6,-20.8,0.4,12,1.4,1.8,16,1,0.2,0,Ligue_1
2021-2022,Matchweek 26,26,0,1,0.4,1.4,0,0.6,209.8,0.8,4,2,1.6,11,1,2,0,Ligue_1
2021-2022,Matchweek 26,26,2,4,-1.4,-6.2,-1,-5.4,-75.8,-1.2,9,1.2,1.8,4,1.8,0.6,0,Ligue_1
2021-2022,Matchweek 26,26,3,1,1,5.8,2.4,-5,252.6,1.4,1,2.4,2.6,20,1.4,0.8,1,Ligue_1
2021-2022,Matchweek 27,27,0,1,0.8,2.4,0.4,2.8,22.4,-0.2,20,1.4,1.2,16,0.4,0.8,0,Ligue_1
2021-2022,Matchweek 27,27,0,1,-0.4,0.6,1.4,1,79.4,-0.2,10,1,1.6,12,1.4,1,0,Ligue_1
2021-2022,Matchweek 27,27,4,0,-0.8,2.8,0.4,-2,28.6,0.1,9,1.4,1.2,15,2,1.8,1,Ligue_1
2021-2022,Matchweek 27,27,1,4,0.2,-2,-0.4,2.8,-231,-0.1,17,1.4,1,4,1.4,1.6,0,Ligue_1
2021-2022,Matchweek 27,27,0,1,1,-1.8,-0.2,-5.4,46.4,-0.1,3,2,1,8,1,0.8,0,Ligue_1
2021-2022,Matchweek 27,27,2,0,0.2,1,-0.2,6.4,50.2,0,7,2,2.6,10,1.2,1.8,1,Ligue_1
2021-2022,Matchweek 27,27,1,0,-2.2,-12.2,-3.6,-0.2,-215,-1.7,2,1.4,1.8,1,2.4,1.2,1,Ligue_1
2021-2022,Matchweek 27,27,2,0,1.2,5.2,3.4,1.8,33,1,4,1.8,1.8,13,0.8,0.8,1,Ligue_1
2021-2022,Matchweek 27,27,1,0,1.4,3.8,3.4,-1.8,9,0.5,19,1.4,0.8,17,0.6,1.2,1,Ligue_1
2021-2022,Matchweek 28,28,0,1,-1,-1.2,-1.4,-2.4,70.8,-0.6,14,0.2,1,13,1.2,0.6,0,Ligue_1
2021-2022,Matchweek 28,28,1,4,-0.2,-6,-2,2.4,-173.4,-0.2,12,1.4,1.2,3,1.4,2.6,0,Ligue_1
2021-2022,Matchweek 28,28,0,2,0.2,-3.2,-1.2,-0.4,54.8,-0.4,16,1.4,1,17,1.4,0.8,0,Ligue_1
2021-2022,Matchweek 28,28,1,4,-1,0.6,-0.2,-1,153.4,-0.1,6,1.4,1.6,4,2.4,0.6,0,Ligue_1
2021-2022,Matchweek 28,28,3,0,1.2,5.4,2.6,-4.2,170.6,1.5,1,1.8,3,20,0.8,0.4,1,Ligue_1
2021-2022,Matchweek 28,28,1,0,0.2,0.4,-0.4,5,14.8,-0.6,5,1.8,2,8,1.6,0.8,1,Ligue_1
2021-2022,Matchweek 28,28,1,0,-0.4,-5.2,-2.2,-1.6,-67.4,0,15,1,0.8,7,2,1.4,1,Ligue_1
2021-2022,Matchweek 29,29,1,0,-1.4,3.4,0.8,-2,85.4,-0.2,13,0.2,1,12,1.4,1,1,Ligue_1
2021-2022,Matchweek 29,29,0,2,0.2,-1.4,-0.2,8.2,29.2,-0.4,20,0.8,1.2,10,0.8,1.2,0,Ligue_1
2021-2022,Matchweek 29,29,3,1,0.2,3.8,1.6,0.2,21,0.5,10,1.2,1.4,16,0.8,1.8,1,Ligue_1
2021-2022,Matchweek 29,29,2,1,1,6.4,1.6,2,124.2,0.8,2,1.4,1,3,1.6,1.6,1,Ligue_1
2021-2022,Matchweek 29,29,3,0,-1.2,-2.4,-1.4,-1.8,-173.2,-0.5,7,1,2.2,1,1.8,1,1,Ligue_1
2021-2022,Matchweek 29,29,0,1,0,-0.6,-0.4,1.4,-4.4,-0.1,9,2,2.6,8,2.2,2,0,Ligue_1
2021-2022,Matchweek 29,29,6,1,2.6,5.2,3.8,-3.6,51.8,1.1,4,2.4,2.4,18,0.6,1.2,1,Ligue_1
2021-2022,Matchweek 30,30,2,3,-0.2,-3,-1.4,1.6,42.6,-0.3,16,0.8,1,8,1.4,0.8,0,Ligue_1
2021-2022,Matchweek 30,30,3,2,0.8,1.4,0.8,0.4,162.8,0.2,6,1,1.4,13,0.8,0.2,1,Ligue_1
2021-2022,Matchweek 30,30,1,2,-0.8,-5,-2.8,5,-61.8,-0.8,18,0.6,0.4,7,1.4,0.8,0,Ligue_1
2021-2022,Matchweek 30,30,1,2,0.4,1.4,1.4,-2.4,24.6,0.2,10,1.4,0.8,12,0.8,0.8,0,Ligue_1
2021-2022,Matchweek 30,30,5,1,0.6,0.6,0.4,1.4,201.6,0.4,1,1.2,3,17,1.4,1.4,1,Ligue_1
2021-2022,Matchweek 30,30,2,3,-0.4,-1.8,0,4,-96.4,-0.3,18,1.2,1.6,2,1.4,2.6,0,Ligue_1
2021-2022,Matchweek 30,30,1,0,-0.2,-1.2,0.6,-0.8,-30.8,-0.2,5,1.4,2,10,1.2,1,1,Ligue_1
2021-2022,Matchweek 30,30,1,0,0.2,-0.6,-1,0.6,4.2,0.4,13,1.6,1.2,13,1.4,1,1,Ligue_1
2021-2022,Matchweek 31,31,0,1,-0.4,-2,-0.8,-2.6,33.4,0,13,0.8,1.4,8,2.2,2,0,Ligue_1
2021-2022,Matchweek 31,31,3,1,-0.2,6,2.2,-1.8,14.8,0.5,18,0.4,1.2,18,0.4,1,1,Ligue_1
2021-2022,Matchweek 31,31,1,6,-1.4,-3.8,-2.8,-1,-176.4,-0.3,17,0.2,0.8,1,1.8,0.8,0,Ligue_1
2021-2022,Matchweek 31,31,3,0,0.2,6,0.8,4.6,135.2,0.2,10,1,1.4,3,1.2,1,1,Ligue_1
2021-2022,Matchweek 31,31,6,2,0,2,1.6,-0.4,-15,0.4,16,1.4,1,18,1,1,1,Ligue_1
2021-2022,Matchweek 31,31,2,0,1,0.6,2.2,0.2,116.6,0.7,2,2,1.4,11,0.8,1.2,1,Ligue_1
2021-2022,Matchweek 31,31,2,1,0.4,-0.2,1,0.8,66,-0.3,7,2,2.2,13,2.2,0.8,1,Ligue_1
2021-2022,Matchweek 31,31,2,3,-2.8,-4.4,-2.4,-2,-126.6,-0.9,13,1.2,1.2,4,2.6,1.4,0,Ligue_1
2021-2022,Matchweek 32,32,1,2,0,1.2,1.2,0.6,-29.6,0.6,8,2.2,1.2,8,1.4,1,0,Ligue_1
2021-2022,Matchweek 32,32,6,1,1.2,-1.4,-1.2,-0.4,192.2,0.2,5,1.6,1.8,20,0.8,0.4,1,Ligue_1
2021-2022,Matchweek 32,32,2,1,-1.4,-1.4,-2.2,-3.8,24.2,-0.3,3,1,2,16,1.4,1.4,1,Ligue_1
2021-2022,Matchweek 32,32,2,1,0.6,0.4,0.4,1.8,109,-0.6,1,1.8,3,2,2.4,2.6,1,Ligue_1
2021-2022,Matchweek 32,32,2,3,1.6,5,2.4,0.2,48.2,0.8,4,2.6,3,6,2.4,1.2,0,Ligue_1
2021-2022,Matchweek 32,32,2,1,0.2,-0.4,-1,0.4,32.4,0,18,1,1.6,12,1.4,1.4,1,Ligue_1
2021-2022,Matchweek 33,33,0,3,-2.4,-0.8,-1.8,1.4,-190.8,-0.4,14,0.8,0.8,1,2.4,1.2,0,Ligue_1
2021-2022,Matchweek 33,33,2,1,-1.2,-1.6,0.2,1.8,-153.2,-0.9,11,0.8,1.4,7,1.6,1.2,1,Ligue_1
2021-2022,Matchweek 33,33,2,0,1,0.6,1.4,2,30.6,-0.4,8,2,2,11,1,1.2,1,Ligue_1
2021-2022,Matchweek 33,33,1,0,1.2,2.8,2.4,4,-9.8,0.6,16,1.4,1.4,19,0.4,0.4,1,Ligue_1
2021-2022,Matchweek 33,33,3,2,1.4,-1.8,1.2,-5,86.8,0.9,2,2.4,1.8,9,1,1,1,Ligue_1
2021-2022,Matchweek 33,33,1,0,1.2,-0.8,1,1.6,24.8,0.1,4,2.4,2.2,3,1,0.4,1,Ligue_1
2021-2022,Matchweek 33,33,2,1,0,-5.2,0.6,-5.4,-145.2,-0.2,13,1,1.2,9,1.6,2.4,1,Ligue_1
2021-2022,Matchweek 33,33,2,1,-2.4,-1.4,-2.8,2.6,-83.6,-0.6,4,1.8,2.2,4,2,2,1,Ligue_1
2021-2022,Matchweek 33,33,0,1,0,-2.4,-0.4,-1.2,-46,-0.1,14,1.6,1.8,17,0.2,1.4,0,Ligue_1
2021-2022,Matchweek 34,34,1,0,-0.2,5,1.4,5.6,88.8,-0.2,9,1.4,1.2,7,1.8,1.4,1,Ligue_1
2021-2022,Matchweek 34,34,4,2,1.6,5.2,2.4,-0.4,162.4,1.1,6,1.6,1.8,12,0.8,1.2,1,Ligue_1
2021-2022,Matchweek 34,34,0,1,-0.4,-0.6,-1.6,-2.2,-23.8,-0.1,19,0.2,0.6,11,1.4,1.4,0,Ligue_1
2021-2022,Matchweek 34,34,4,3,0.2,-2.8,-1.4,0.2,15.4,-0.2,9,1,2,19,1,0.4,1,Ligue_1
2021-2022,Matchweek 34,34,1,0,0,0.8,0,-0.4,51.4,0.1,3,0.8,2,15,1,0.8,1,Ligue_1
2021-2022,Matchweek 34,34,0,1,-1.4,-0.6,0.8,3.6,-240.4,-1.5,13,1,1.2,2,2.4,2,0,Ligue_1
2021-2022,Matchweek 34,34,5,0,0.8,2.2,0.2,-8.2,203.2,0.6,4,1.4,2.4,16,1.4,1.4,1,Ligue_1
2021-2022,Matchweek 34,34,1,3,-0.4,-3.6,-2.2,1.2,-50.2,-0.8,18,1,1.6,4,3,1.8,0,Ligue_1
2021-2022,Matchweek 35,35,0,1,1,-2.6,1.8,5.8,-123,0.2,20,1,1.4,3,1.4,0.4,0,Ligue_1
2021-2022,Matchweek 35,35,2,0,0,-1.6,0.6,5.4,-63.8,-0.5,11,2,1.4,16,1,1.4,1,Ligue_1
2021-2022,Matchweek 35,35,1,2,1,1,-0.2,4,-5,0.3,16,1.2,1.4,13,0.8,1,0,Ligue_1
2021-2022,Matchweek 35,35,0,3,-1,-6.2,-3.2,1.4,61,0.1,2,2.4,1.8,6,2,1.2,0,Ligue_1
2021-2022,Matchweek 35,35,1,0,1.2,3.8,1.6,2.4,60.2,0.8,4,3,2.2,15,0.4,0.4,1,Ligue_1
2021-2022,Matchweek 35,35,2,0,0.6,3,1.8,-5,194,0.7,4,1.4,2.4,18,0.8,1,1,Ligue_1
2021-2022,Matchweek 35,35,2,3,-2.4,-1.8,-3.4,-1.2,-217.6,-0.5,7,1.6,2.2,1,2.6,1.2,0,Ligue_1
2021-2022,Matchweek 35,35,3,0,-0.2,-5.2,-1.6,-1.6,-111.6,-0.2,14,0.8,1.6,10,1.4,2.4,1,Ligue_1
2021-2022,Matchweek 36,36,4,1,-1.2,-2.4,-1.6,-6.6,15.8,-0.9,14,0.4,0.8,20,0.8,0.4,1,Ligue_1
2021-2022,Matchweek 36,36,0,1,0.2,-2.6,0.4,9,-26.6,-0.4,11,2,1.4,7,1,0.8,0,Ligue_1
2021-2022,Matchweek 36,36,2,1,0.2,1.8,0.2,-3,-18,0.1,16,1,0.4,12,0.4,0.6,1,Ligue_1
2021-2022,Matchweek 36,36,1,2,-1.2,1.4,-2,1,104.2,-1.3,10,1.2,1.6,4,3,2.4,0,Ligue_1
2021-2022,Matchweek 36,36,0,3,0.4,3.6,2.8,2.4,-253.4,-0.3,17,1.2,1.4,2,1.8,2,0,Ligue_1
2021-2022,Matchweek 36,36,3,2,-2.2,-5,-4,5.2,-73.2,-1.7,18,0.4,0.6,6,2,1.6,1,Ligue_1
2021-2022,Matchweek 36,36,2,1,-0.6,1.4,0.2,5.8,-170.6,0.1,9,1.2,2,5,1.8,2,1,Ligue_1
2021-2022,Matchweek 36,36,4,2,-0.6,5.8,-0.4,-1.4,135,1,3,1.8,2.6,19,0.8,0.4,1,Ligue_1
2021-2022,Matchweek 36,36,1,2,-0.8,0.6,0,-2.6,-63.8,0.1,13,1.4,1,8,2.2,1.2,0,Ligue_1
2021-2022,Matchweek 37,37,3,2,1,4.8,2.4,-1.4,104.6,0.8,6,1.8,1.8,9,1.6,1,1,Ligue_1
2021-2022,Matchweek 37,37,1,0,-0.2,3,-0.6,7,20.6,-0.3,18,1,1,14,1,0.4,1,Ligue_1
2021-2022,Matchweek 37,37,4,2,0.8,4,2.6,-2.8,20,1.2,4,3,2.6,11,1.8,1.8,1,Ligue_1
2021-2022,Matchweek 37,37,0,4,-1.2,-1.2,-1.4,5.2,-109,-0.5,13,0.4,0.6,1,2.2,1.8,0,Ligue_1
2021-2022,Matchweek 37,37,1,3,0.8,0.6,-0.8,-1.6,19.6,1,3,2.4,2.6,10,0.6,1.8,0,Ligue_1
2021-2022,Matchweek 37,37,2,0,0.6,2.2,1.2,-2.4,20,0,5,1.2,2.4,2,1.8,2.4,1,Ligue_1
2021-2022,Matchweek 37,37,1,2,0.4,-1.4,-0.2,3,-18.6,0.2,19,0.8,1.4,12,1.4,1.6,0,Ligue_1
2021-2022,Matchweek 37,37,1,0,0,-1,-0.8,-2.6,-22,0.1,7,1.4,2,16,1.6,0.8,1,Ligue_1
2021-2022,Matchweek 37,37,1,3,-0.6,-4.6,-2.4,1.6,-147.4,0.1,14,1,2,8,2.2,1.6,0,Ligue_1
2021-2022,Matchweek 38,38,2,0,0.2,-1.4,0.4,-9.4,-14.8,0,14,0.8,1.2,13,0.2,0.6,1,Ligue_1
2021-2022,Matchweek 38,38,2,4,0.2,-1.4,-0.4,2.4,-54.8,0,11,1.8,1.4,19,0.4,0.2,0,Ligue_1
2021-2022,Matchweek 38,38,1,2,-1.6,-7.4,-2.6,2.6,-70.4,-1.4,16,1.4,0.8,5,1.8,1,0,Ligue_1
2021-2022,Matchweek 38,38,4,0,0.2,-1.2,-1.4,-3.4,151.6,-0.2,2,1.8,1.8,7,1.8,1.2,1,Ligue_1
2021-2022,Matchweek 38,38,5,0,1.4,1.6,3,-3.4,234.4,1.3,1,2.2,2.2,18,1.4,0.2,1,Ligue_1
2021-2022,Matchweek 38,38,2,3,0,-4.2,-0.6,-0.4,-116.4,-0.6,12,1.8,0.8,3,1.8,0.8,0,Ligue_1
2022-2023,Matchweek 1,1,0,5,,,,,,,14,,0.8,1,,2.4,0,Ligue_1
2022-2023,Matchweek 1,1,3,2,,,,,,,1,,2.2,14,,1.2,1,Ligue_1
2022-2023,Matchweek 1,1,4,1,,,,,,,1,,1,14,,,1,Ligue_1
2022-2023,Matchweek 1,1,2,1,,,,,,,1,,2.4,14,,,1,Ligue_1
2022-2023,Matchweek 1,1,3,1,,,,,,,1,,2.4,14,,2,1,Ligue_1
2022-2023,Matchweek 1,1,3,2,,,,,,,1,,0.6,14,,0.6,1,Ligue_1
2022-2023,Matchweek 1,1,1,2,,,,,,,14,,2,1,,2.6,0,Ligue_1
2022-2023,Matchweek 2,2,1,2,1,-6,-4,-6,-3,-0.9,18,0,,2,1,0.4,0,Ligue_1
2022-2023,Matchweek 2,2,3,1,-2,-2,-3,10,-230,-0.1,2,1,1.4,9,3,1.4,1,Ligue_1
2022-2023,Matchweek 2,2,4,2,2,0,6,-6,199,1.7,1,3,2.2,9,3,0,1,Ligue_1
2022-2023,Matchweek 2,2,2,4,1,9,5,-7,5,0.5,18,0,0.6,9,0,0.8,0,Ligue_1
2022-2023,Matchweek 2,2,0,2,1,9,6,-6,-101,1,18,0,1.4,2,1,0.2,0,Ligue_1
2022-2023,Matchweek 3,3,1,3,-0.5,2.5,0,-3.5,85.5,-0.2,9,2,1.4,9,0.5,1.2,0,Ligue_1
2022-2023,Matchweek 3,3,1,0,1,-3.5,-0.5,2.5,-125.5,-0.2,3,1.5,0.8,16,1,1.4,1,Ligue_1
2022-2023,Matchweek 3,3,1,7,-2,-1.5,-5,2.5,53.5,-1.1,9,2,1.4,1,3,3,0,Ligue_1
2022-2023,Matchweek 3,3,4,1,0.5,-1,1,-3.5,318,0.4,3,1.5,3,20,0,0.4,1,Ligue_1
2022-2023,Matchweek 3,3,1,4,0,4,2.5,2.5,-88,0.1,9,2,2.6,2,2,2.2,0,Ligue_1
2022-2023,Matchweek 3,3,1,2,1.5,1.5,2,-1.5,36,0.6,13,1.5,1,13,0,0,0,Ligue_1
2022-2023,Matchweek 3,3,2,1,0,14.5,4.5,2,370.5,1.2,5,1,2,18,0.5,0,1,Ligue_1
2022-2023,Matchweek 4,4,1,3,-1.3,-7.7,-4,2,-270.7,-0.9,20,0.33333333333333331,1,5,1.3333333333333333,1.4,0,Ligue_1
2022-2023,Matchweek 4,4,1,0,0.3,-1.7,-2.7,-1.3,-148.6,-0.2,7,1,0,17,0.66666666666666663,1,1,Ligue_1
2022-2023,Matchweek 4,4,0,7,0,-1.3,-0.7,4,-38.6,0.4,14,1.3333333333333333,1.4,7,1,0,0,Ligue_1
2022-2023,Matchweek 4,4,2,1,1.3,-7,-2.3,-8.7,-134.4,0.4,1,2.3333333333333335,2.2,11,1.6666666666666667,1,1,Ligue_1
2022-2023,Matchweek 4,4,2,1,0,2.6,1,4.3,-67.4,0.6,3,1.6666666666666667,1.4,7,2,1.4,1,Ligue_1
2022-2023,Matchweek 4,4,3,1,-1,1,-3,-1.7,-125,0.1,7,1,1.8,11,1.6666666666666667,0.8,1,Ligue_1
2022-2023,Matchweek 4,4,0,3,-1,-0.3,-1,-3,56.3,0.1,17,0.66666666666666663,2,3,1.6666666666666667,1.4,0,Ligue_1
2022-2023,Matchweek 4,4,3,0,0,-1.3,-1,-0.3,-149.3,0.1,16,0,0.8,14,1.3333333333333333,1,1,Ligue_1
2022-2023,Matchweek 5,5,2,4,-0.5,-0.5,-1.5,1.5,142.8,-0.4,17,1,1.4,13,0.5,1.6,0,Ligue_1
2022-2023,Matchweek 5,5,5,2,0.5,1.3,0,-12.2,97.8,0.1,1,2.5,2.2,6,2,0.6,1,Ligue_1
2022-2023,Matchweek 5,5,1,2,1.8,0.5,2.8,-0.7,45.7,0.6,8,1.75,1.4,13,0.5,1.4,0,Ligue_1
2022-2023,Matchweek 5,5,2,1,0.7,6.3,3.8,1,299.3,1,4,1.75,3,10,1.5,1.5,1,Ligue_1
2022-2023,Matchweek 5,5,1,0,0.5,4.5,2,1.7,5.2,0.5,3,2,2,10,1.5,1.2,1,Ligue_1
2022-2023,Matchweek 5,5,2,4,-0.2,-1,0.2,-0.5,-3.2,0.4,13,1.25,2,10,0.75,0.4,0,Ligue_1
2022-2023,Matchweek 5,5,2,0,2.5,3,4,1,103.2,0.4,5,1.5,1,20,0.25,0,1,Ligue_1
2022-2023,Matchweek 5,5,3,1,-0.5,8.5,3,-1.2,171.5,0.3,6,1.25,2.6,17,1,1.2,1,Ligue_1
2022-2023,Matchweek 5,5,0,3,-2.8,-6.2,-3.8,3.8,-108.7,-1.8,13,1.25,0.4,1,2.5,3,0,Ligue_1
2022-2023,Matchweek 6,6,0,1,-1.2,-1.8,-2.4,-5.2,-19.2,-0.5,20,0.2,0.5,5,1.6,0.6,0,Ligue_1
2022-2023,Matchweek 6,6,0,2,-0.6,-6,-2.2,-2.8,-134.8,-0.8,13,1.2,1.5,2,2.2,2,0,Ligue_1
2022-2023,Matchweek 6,6,2,0,0,-4,-3.2,-5.6,8.2,-0.4,7,1.2,1.4,15,1,0.6,1,Ligue_1
2022-2023,Matchweek 6,6,5,0,1,5.8,3.2,0.6,199,0.8,4,2,3,18,0.8,0.8,1,Ligue_1
2022-2023,Matchweek 6,6,1,3,1,-2.4,0,2.4,-164,-0.1,7,1.8,1.4,6,1.4,1.4,0,Ligue_1
2022-2023,Matchweek 6,6,0,3,-2.8,-4.4,-5.4,2.2,-154.8,-1.6,11,1.4,2.2,1,2.6,3,0,Ligue_1
2022-2023,Matchweek 6,6,0,1,-0.6,-1.2,-3.2,0,82.6,-0.4,15,1,1.4,10,1,2.2,0,Ligue_1
2022-2023,Matchweek 7,7,0,1,-0.2,1.8,-0.8,-2.6,-79.8,-0.2,20,0.2,0.3,11,0.8,2,0,Ligue_1
2022-2023,Matchweek 7,7,2,1,-1.6,-1,-2.4,-0.4,75,-0.3,13,0.6,1.4,10,1.2,0.6,1,Ligue_1
2022-2023,Matchweek 7,7,1,0,0.6,2,0.2,-5.4,131.4,0.6,2,2.2,2.2,13,1.4,1,1,Ligue_1
2022-2023,Matchweek 7,7,3,2,0.8,0.6,1.6,-0.4,-49.4,0.4,4,2,1.4,13,1.2,0.8,1,Ligue_1
2022-2023,Matchweek 7,7,2,1,-0.2,-2.6,-1.4,4.6,-87.4,-0.1,2,2.2,2,8,1.4,2,1,Ligue_1
2022-2023,Matchweek 7,7,2,1,-1.4,-7.2,-3.4,0,-241.2,-0.7,7,1,1.4,5,2,1.4,1,Ligue_1
2022-2023,Matchweek 7,7,1,0,2.4,7,4.4,-3.2,132,1.8,1,2.6,1.8,18,1,1.2,1,Ligue_1
2022-2023,Matchweek 7,7,5,0,0.6,9.8,4.8,-3.6,206.8,0.9,6,1.6,2.6,16,1.2,1,1,Ligue_1
2022-2023,Matchweek 7,7,1,0,-0.8,1.8,0.6,5,146,-0.6,11,0.8,0.4,16,1.2,2,1,Ligue_1
2022-2023,Matchweek 8,8,1,3,-1.2,-6,-2.2,-2.2,15.6,-0.9,16,1.2,1,4,2,1.2,0,Ligue_1
2022-2023,Matchweek 8,8,0,1,0.6,-4.6,0.6,3,15.6,-0.3,18,0.8,0.4,20,0,0,0,Ligue_1
2022-2023,Matchweek 8,8,1,3,-1,-4.2,-2.6,-2.8,30.2,-0.7,10,1.4,1.8,10,1.4,0.8,0,Ligue_1
2022-2023,Matchweek 8,8,2,1,1,1.2,1.2,-8.2,101.6,0.1,6,1.2,0.8,13,0.8,0.6,1,Ligue_1
2022-2023,Matchweek 8,8,0,1,-0.4,2,0.2,1.2,52.2,-0.7,6,2,3,1,2.6,3,0,Ligue_1
2022-2023,Matchweek 8,8,1,0,-0.6,0.6,-1.6,5.4,-50,0.2,2,2.6,2.6,8,2,0.6,1,Ligue_1
2022-2023,Matchweek 8,8,2,1,1.8,-1,1.6,-0.2,-82.2,0,8,1.2,1.2,18,0.8,1,1,Ligue_1
2022-2023,Matchweek 8,8,0,1,-0.4,2.6,0,-4.2,47.6,-0.1,13,1.2,0.8,10,0.6,0.6,0,Ligue_1
2022-2023,Matchweek 8,8,0,3,0,1.8,0,-1.8,-68.2,0.3,16,1.2,0.4,5,1.4,2.2,0,Ligue_1
2022-2023,Matchweek 9,9,1,3,-0.4,2.4,0.2,-1.4,-20.8,0.3,20,0.6,0.3,8,0.8,0.8,0,Ligue_1
2022-2023,Matchweek 9,9,0,3,-0.8,-5.4,-3,-1.4,-110.4,-0.4,13,1.2,1.4,2,3,2,0,Ligue_1
2022-2023,Matchweek 9,9,1,0,0,-2.8,-1.8,-0.4,1,0.1,3,2.2,2.6,8,1.4,0.8,1,Ligue_1
2022-2023,Matchweek 9,9,4,0,0.6,-0.4,1.2,2,-4.2,0.5,5,2,1.4,14,1,0.6,1,Ligue_1
2022-2023,Matchweek 9,9,2,1,1.2,4.4,3.4,-4.8,198.8,1.3,1,2.6,2.2,14,1.2,2,1,Ligue_1
2022-2023,Matchweek 9,9,1,3,-1.4,-4.4,-4,1,-91.4,-0.4,19,0.6,1.2,6,1.4,0.6,0,Ligue_1
2022-2023,Matchweek 9,9,4,2,-2,4.4,0.6,6.6,106.6,-0.6,11,0.6,1,10,1.8,0.6,1,Ligue_1
2022-2023,Matchweek 10,10,1,2,-1.4,-2,-2.4,-0.6,80.4,-0.6,18,0.4,0.4,3,2,1.6,0,Ligue_1
2022-2023,Matchweek 10,10,2,1,0.6,-0.4,-0.4,-0.4,-56.4,-0.4,8,1.4,1.2,17,0.2,0.8,1,Ligue_1
2022-2023,Matchweek 10,10,1,0,0,1.2,0.6,2.8,-39.2,-0.7,7,1.4,1.4,3,2.2,1.8,1,Ligue_1
2022-2023,Matchweek 10,10,0,2,-0.8,-2,-2.6,0.6,-118.2,-0.3,10,1.2,1.8,5,2.4,2.2,0,Ligue_1
2022-2023,Matchweek 10,10,3,2,-1.2,-3,-1.8,3.8,28.4,-0.3,12,1.2,0.2,12,1.6,1.2,1,Ligue_1
2022-2023,Matchweek 10,10,3,0,1.8,5,4,-2,64.6,1.4,6,2,2.6,15,0.4,0.6,1,Ligue_1
